batch_number,report_year,company_name,apiary_number,location,gross_weight_kg,drum_weight_kg,net_weight_kg,beshara_kg,production_kg,num_production_hives,production_per_hive_kg,num_hive_supers,harvest_date,efficiency_ratio,waste_percentage,extraction_date
API6875,2024,MANAHIL LLC,90 - Fujairah,Fujairah,90.0,220.5,31.9,188.6,2.6,186.0,27.0,6.89,2023-09-05,84.63949843260188,209.55555555555554,2025-05-28
API6875,2024,MANAHIL LLC,45 - Hatta,Hatta,45.0,301.4,7.6,293.8,3.1,290.7,73.0,3.98,2023-06-09,960.5263157894738,652.8888888888889,2025-05-28
API6875,2024,MANAHIL LLC,92 - Masafi,Masafi,92.0,260.0,22.3,237.7,3.0,234.7,113.0,2.08,2024-01-04,506.72645739910314,258.36956521739125,2025-05-28
API6875,2024,MANAHIL LLC,32 - Al farfar,Al farfar,32.0,373.2,14.4,358.8,3.0,355.8,61.0,5.83,2024-12-25,423.6111111111111,1121.25,2025-05-28
API6875,2024,MANAHIL LLC,02 - Masafi,Masafi,2.0,257.5,12.7,244.8,2.6,242.2,56.0,4.33,2023-08-03,440.9448818897638,12240.0,2025-05-28
API6875,2024,MANAHIL LLC,22 - Kalba,Kalba,22.0,250.3,19.9,230.4,3.0,227.4,51.0,4.46,2025-03-23,256.2814070351759,1047.2727272727273,2025-05-28
API6875,2024,MANAHIL LLC,54 - Abu Dhabi,Abu Dhabi,54.0,192.2,6.3,185.9,2.6,183.3,97.0,1.89,2024-07-17,1539.6825396825398,344.25925925925924,2025-05-28
API6875,2024,MANAHIL LLC,52 - Sharjah,Sharjah,52.0,403.5,21.9,381.6,2.5,379.1,42.0,9.03,2023-12-28,191.78082191780823,733.8461538461539,2025-05-28
BTH4656,2024,MANAHIL LLC,65 - Abu Dhabi,Abu Dhabi,65.0,248.6,8.7,239.9,2.8,237.1,94.0,2.52,2024-12-26,1080.4597701149426,369.0769230769231,2025-05-28
BTH4656,2024,MANAHIL LLC,68 - Hatta,Hatta,68.0,464.3,12.2,452.1,2.7,449.4,90.0,4.99,2024-11-09,737.704918032787,664.8529411764706,2025-05-28
BTH4656,2024,MANAHIL LLC,32 - Hatta,Hatta,32.0,165.9,11.4,154.5,2.4,152.1,72.0,2.11,2024-12-31,631.578947368421,482.8125,2025-05-28
BTH4656,2024,MANAHIL LLC,05 - Masafi,Masafi,5.0,139.9,5.7,134.2,3.1,131.1,114.0,1.15,2024-03-09,2000.0,2683.9999999999995,2025-05-28
BTH4656,2024,MANAHIL LLC,39 - Fujairah,Fujairah,39.0,432.5,12.0,420.5,3.1,417.4,62.0,6.73,2024-07-01,516.6666666666667,1078.2051282051282,2025-05-28
BTH4656,2024,MANAHIL LLC,03 - Abu Dhabi,Abu Dhabi,3.0,436.8,9.4,427.4,2.6,424.8,83.0,5.12,2023-11-15,882.9787234042552,14246.666666666666,2025-05-28
BTH4656,2024,MANAHIL LLC,23 - Kalba,Kalba,23.0,227.4,14.4,213.0,2.7,210.3,115.0,1.83,2024-07-21,798.6111111111111,926.086956521739,2025-05-28
BTH4656,2024,MANAHIL LLC,24 - Fujairah,Fujairah,24.0,356.0,13.5,342.5,2.6,339.9,103.0,3.3,2024-10-18,762.9629629629629,1427.0833333333335,2025-05-28
BTH4656,2024,MANAHIL LLC,17 - Abu Dhabi,Abu Dhabi,17.0,180.1,9.6,170.5,2.8,167.7,75.0,2.24,2025-03-03,781.25,1002.9411764705882,2025-05-28
BTH4656,2024,MANAHIL LLC,26 - Taweeh,Taweeh,26.0,169.1,11.8,157.3,2.7,154.6,57.0,2.71,2024-02-07,483.05084745762707,605.0000000000001,2025-05-28
BTH4656,2024,MANAHIL LLC,55 - Umm Al Quwain,Umm Al Quwain,55.0,384.2,34.5,349.7,2.4,347.3,114.0,3.05,2023-09-20,330.4347826086956,635.8181818181819,2025-05-28
BTH4656,2024,MANAHIL LLC,96 - Al farfar,Al farfar,96.0,627.2,20.3,606.9,2.9,604.0,101.0,5.98,2024-09-10,497.53694581280786,632.1875,2025-05-28
BTH4656,2024,MANAHIL LLC,64 - Al farfar,Al farfar,64.0,434.6,5.9,428.7,2.4,426.3,110.0,3.88,2024-09-15,1864.406779661017,669.84375,2025-05-28
BTH4656,2024,MANAHIL LLC,28 - Abu Dhabi,Abu Dhabi,28.0,276.6,14.6,262.0,3.1,258.9,120.0,2.16,2025-04-20,821.9178082191781,935.7142857142858,2025-05-28
BTH4656,2024,MANAHIL LLC,77 - Hatta,Hatta,77.0,460.2,20.6,439.6,2.7,436.9,23.0,19.0,2025-01-13,111.6504854368932,570.9090909090909,2025-05-28
MNH2394,2024,MANAHIL LLC,25 - Taweeh,Taweeh,25.0,216.7,6.4,210.3,2.7,207.6,101.0,2.06,2024-11-15,1578.125,841.2,2025-05-28
MNH2394,2024,MANAHIL LLC,63 - Umm Al Quwain,Umm Al Quwain,63.0,480.0,20.5,459.5,3.1,456.4,87.0,5.25,2023-10-14,424.39024390243907,729.3650793650794,2025-05-28
MNH2394,2024,MANAHIL LLC,62 - Al Hajar,Unknown,62.0,459.4,13.3,446.1,3.0,443.1,40.0,11.08,2023-07-03,300.7518796992481,719.516129032258,2025-05-28
MNH2394,2024,MANAHIL LLC,10 - Taweeh,Taweeh,10.0,522.3,21.1,501.2,2.7,498.5,110.0,4.53,2023-10-28,521.3270142180095,5012.0,2025-05-28
MNH2394,2024,MANAHIL LLC,34 - Sharjah,Sharjah,34.0,631.8,17.3,614.5,2.8,611.7,113.0,5.41,2025-04-20,653.179190751445,1807.3529411764707,2025-05-28
MNH2394,2024,MANAHIL LLC,16 - Ajman,Ajman,16.0,522.1,12.2,509.9,3.1,506.8,62.0,8.17,2025-04-13,508.1967213114754,3186.875,2025-05-28
MNH2394,2024,MANAHIL LLC,15 - Ajman,Ajman,15.0,533.2,7.4,525.8,2.8,523.0,98.0,5.34,2024-11-25,1324.3243243243242,3505.3333333333326,2025-05-28
MNH2394,2024,MANAHIL LLC,82 - Khor Fakkan,Khor Fakkan,82.0,239.9,29.0,210.9,2.6,208.3,30.0,6.94,2024-12-11,103.44827586206897,257.19512195121956,2025-05-28
MNH2394,2024,MANAHIL LLC,83 - Masafi,Masafi,83.0,548.5,34.4,514.1,2.8,511.3,39.0,13.11,2023-11-16,113.37209302325581,619.3975903614457,2025-05-28
MNH2394,2024,MANAHIL LLC,91 - Khor Fakkan,Khor Fakkan,91.0,435.3,8.0,427.3,2.7,424.6,23.0,18.46,2025-05-27,287.5,469.5604395604396,2025-05-28
MNH2394,2024,MANAHIL LLC,08 - Dubai,Dubai,8.0,185.7,24.2,161.5,2.4,159.1,16.0,9.94,2025-01-07,66.11570247933885,2018.75,2025-05-28
MNH2394,2024,MANAHIL LLC,59 - Al farfar,Al farfar,59.0,474.2,16.6,457.6,2.4,455.2,46.0,9.9,2024-05-13,277.10843373493975,775.5932203389831,2025-05-28
MNH2394,2024,MANAHIL LLC,45 - Al farfar,Al farfar,45.0,638.8,18.7,620.1,2.5,617.6,87.0,7.1,2023-11-08,465.24064171122996,1378.0,2025-05-28
BTH9313,2024,MANAHIL LLC,34 - Khor Fakkan,Khor Fakkan,34.0,189.6,13.4,176.2,2.4,173.8,54.0,3.22,2025-03-08,402.98507462686564,518.235294117647,2025-05-28
BTH9313,2024,MANAHIL LLC,11 - Dibba,Dibba,11.0,245.6,33.2,212.4,2.5,209.9,105.0,2.0,2025-01-15,316.26506024096386,1930.9090909090908,2025-05-28
BTH9313,2024,MANAHIL LLC,23 - Masafi,Masafi,23.0,416.0,16.5,399.5,2.7,396.8,59.0,6.73,2024-02-01,357.57575757575756,1736.9565217391305,2025-05-28
BTH9313,2024,MANAHIL LLC,64 - Al farfar,Al farfar,64.0,456.1,10.2,445.9,3.1,442.8,35.0,12.65,2023-06-25,343.13725490196083,696.71875,2025-05-28
BTH9313,2024,MANAHIL LLC,11 - Al farfar,Al farfar,11.0,246.0,13.9,232.1,2.8,229.3,21.0,10.92,2024-04-30,151.0791366906475,2110.0,2025-05-28
BTH9313,2024,MANAHIL LLC,78 - Ras Al Khaimah,Ras Al Khaimah,78.0,269.6,29.3,240.3,2.8,237.5,54.0,4.4,2024-08-24,184.3003412969283,308.0769230769231,2025-05-28
BTH9313,2024,MANAHIL LLC,51 - Abu Dhabi,Abu Dhabi,51.0,128.7,31.6,97.1,2.8,94.3,75.0,1.26,2025-03-19,237.3417721518987,190.39215686274508,2025-05-28
BTH9313,2024,MANAHIL LLC,47 - Ajman,Ajman,47.0,567.3,24.7,542.6,2.5,540.1,32.0,16.88,2023-11-09,129.55465587044534,1154.4680851063831,2025-05-28
BTH9313,2024,MANAHIL LLC,83 - Al Hajar,Unknown,83.0,555.7,34.4,521.3,2.5,518.8,23.0,22.56,2025-04-07,66.86046511627907,628.0722891566264,2025-05-28
BTH9313,2024,MANAHIL LLC,91 - Hatta,Hatta,91.0,124.5,34.8,89.7,2.5,87.2,47.0,1.86,2024-01-10,135.05747126436782,98.57142857142858,2025-05-28
BTH9313,2024,MANAHIL LLC,65 - Masafi,Masafi,65.0,156.1,9.7,146.4,2.4,144.0,64.0,2.25,2024-10-23,659.7938144329897,225.23076923076925,2025-05-28
BTH9313,2024,MANAHIL LLC,09 - Dibba,Dibba,9.0,353.9,18.0,335.9,2.9,333.0,55.0,6.05,2023-08-03,305.55555555555554,3732.222222222222,2025-05-28
SDR8080,2024,MANAHIL LLC,34 - Sharjah,Sharjah,34.0,188.5,24.7,163.8,2.4,161.4,108.0,1.49,2023-08-30,437.2469635627531,481.764705882353,2025-05-28
SDR8080,2024,MANAHIL LLC,41 - Fujairah,Fujairah,41.0,595.9,16.6,579.3,2.4,576.9,113.0,5.11,2025-01-11,680.722891566265,1412.9268292682927,2025-05-28
SDR8080,2024,MANAHIL LLC,34 - Ras Al Khaimah,Ras Al Khaimah,34.0,185.2,30.2,155.0,2.5,152.5,35.0,4.36,2025-02-25,115.89403973509933,455.88235294117646,2025-05-28
SDR8080,2024,MANAHIL LLC,08 - Ras Al Khaimah,Ras Al Khaimah,8.0,437.4,11.2,426.2,2.4,423.8,66.0,6.42,2025-01-07,589.2857142857143,5327.5,2025-05-28
SDR8080,2024,MANAHIL LLC,28 - Abu Dhabi,Abu Dhabi,28.0,555.7,30.9,524.8,2.5,522.3,26.0,20.09,2025-04-26,84.14239482200647,1874.285714285714,2025-05-28
SDR8080,2024,MANAHIL LLC,41 - Al farfar,Al farfar,41.0,107.7,19.1,88.6,2.4,86.2,17.0,5.07,2024-05-31,89.00523560209423,216.09756097560972,2025-05-28
SDR8080,2024,MANAHIL LLC,39 - Taweeh,Taweeh,39.0,354.6,10.7,343.9,3.1,340.8,70.0,4.87,2024-01-13,654.2056074766356,881.7948717948717,2025-05-28
SDR8080,2024,MANAHIL LLC,54 - Hatta,Hatta,54.0,561.5,11.6,549.9,2.4,547.5,60.0,9.12,2024-04-13,517.2413793103449,1018.3333333333334,2025-05-28
SDR8080,2024,MANAHIL LLC,62 - Dibba,Dibba,62.0,571.8,17.6,554.2,2.6,551.6,102.0,5.41,2024-12-17,579.5454545454545,893.8709677419356,2025-05-28
SDR8080,2024,MANAHIL LLC,39 - Ras Al Khaimah,Ras Al Khaimah,39.0,350.2,30.2,320.0,3.0,317.0,18.0,17.61,2024-09-07,59.60264900662252,820.5128205128204,2025-05-28
SDR8080,2024,MANAHIL LLC,06 - Ajman,Ajman,6.0,172.3,31.5,140.8,3.1,137.7,96.0,1.43,2024-11-15,304.76190476190476,2346.666666666667,2025-05-28
SDR8080,2024,MANAHIL LLC,49 - Khor Fakkan,Khor Fakkan,49.0,474.9,32.9,442.0,3.0,439.0,96.0,4.57,2024-09-22,291.79331306990883,902.0408163265307,2025-05-28
SDR8080,2024,MANAHIL LLC,55 - Al Hajar,Unknown,55.0,229.5,14.0,215.5,2.4,213.1,120.0,1.78,2024-12-03,857.1428571428571,391.8181818181818,2025-05-28
SDR8080,2024,MANAHIL LLC,20 - Hatta,Hatta,20.0,393.8,26.6,367.2,3.1,364.1,98.0,3.72,2024-03-12,368.42105263157896,1836.0,2025-05-28
SDR4121,2024,MANAHIL LLC,35 - Al Hajar,Unknown,35.0,270.2,32.2,238.0,3.1,234.9,88.0,2.67,2024-03-29,273.2919254658385,680.0,2025-05-28
SDR4121,2024,MANAHIL LLC,62 - Dibba,Dibba,62.0,297.7,32.0,265.7,2.4,263.3,63.0,4.18,2024-05-30,196.875,428.54838709677415,2025-05-28
SDR4121,2024,MANAHIL LLC,03 - Al Hajar,Unknown,3.0,522.2,16.0,506.2,2.5,503.7,111.0,4.54,2024-01-13,693.75,16873.333333333332,2025-05-28
SDR4121,2024,MANAHIL LLC,83 - Taweeh,Taweeh,83.0,242.2,12.8,229.4,3.0,226.4,62.0,3.65,2023-06-21,484.375,276.3855421686747,2025-05-28
SDR4121,2024,MANAHIL LLC,78 - Al Hajar,Unknown,78.0,466.5,13.8,452.7,2.9,449.8,78.0,5.77,2025-02-27,565.2173913043478,580.3846153846154,2025-05-28
SDR4121,2024,MANAHIL LLC,59 - Abu Dhabi,Abu Dhabi,59.0,177.0,19.6,157.4,2.5,154.9,85.0,1.82,2023-10-31,433.67346938775506,266.77966101694915,2025-05-28
SDR4121,2024,MANAHIL LLC,68 - Dibba,Dibba,68.0,552.7,21.3,531.4,2.7,528.7,120.0,4.41,2023-07-25,563.3802816901408,781.4705882352941,2025-05-28
SDR4121,2024,MANAHIL LLC,80 - Fujairah,Fujairah,80.0,468.8,34.6,434.2,2.6,431.6,34.0,12.69,2023-07-10,98.26589595375722,542.75,2025-05-28
SDR4121,2024,MANAHIL LLC,79 - Ras Al Khaimah,Ras Al Khaimah,79.0,379.3,26.4,352.9,2.8,350.1,67.0,5.23,2024-09-15,253.7878787878788,446.70886075949363,2025-05-28
SDR4121,2024,MANAHIL LLC,03 - Taweeh,Taweeh,3.0,306.3,12.4,293.9,2.8,291.1,120.0,2.43,2025-05-17,967.741935483871,9796.666666666666,2025-05-28
SDR4121,2024,MANAHIL LLC,94 - Hatta,Hatta,94.0,591.0,14.5,576.5,2.9,573.6,42.0,13.66,2024-12-31,289.6551724137931,613.2978723404256,2025-05-28
SDR4121,2024,MANAHIL LLC,69 - Fujairah,Fujairah,69.0,359.4,24.0,335.4,2.4,333.0,17.0,19.59,2025-04-29,70.83333333333334,486.0869565217391,2025-05-28
SDR4121,2024,MANAHIL LLC,96 - Al farfar,Al farfar,96.0,282.9,25.5,257.4,3.1,254.3,68.0,3.74,2024-01-01,266.66666666666663,268.125,2025-05-28
SDR7655,2024,MANAHIL LLC,49 - Fujairah,Fujairah,49.0,487.8,15.9,471.9,2.7,469.2,100.0,4.69,2024-11-26,628.9308176100628,963.0612244897959,2025-05-28
SDR7655,2024,MANAHIL LLC,39 - Umm Al Quwain,Umm Al Quwain,39.0,374.8,29.6,345.2,2.7,342.5,58.0,5.91,2025-01-16,195.94594594594594,885.1282051282052,2025-05-28
SDR7655,2024,MANAHIL LLC,66 - Dibba,Dibba,66.0,579.7,15.2,564.5,2.9,561.6,58.0,9.68,2024-06-29,381.57894736842104,855.3030303030303,2025-05-28
SDR7655,2024,MANAHIL LLC,70 - Hatta,Hatta,70.0,369.8,22.0,347.8,2.6,345.2,109.0,3.17,2023-09-15,495.45454545454544,496.8571428571429,2025-05-28
SDR7655,2024,MANAHIL LLC,93 - Ajman,Ajman,93.0,206.2,13.9,192.3,2.6,189.7,106.0,1.79,2023-06-29,762.589928057554,206.7741935483871,2025-05-28
SDR7655,2024,MANAHIL LLC,54 - Al farfar,Al farfar,54.0,621.9,11.4,610.5,2.8,607.7,101.0,6.02,2023-06-17,885.9649122807017,1130.5555555555554,2025-05-28
SDR7655,2024,MANAHIL LLC,22 - Sharjah,Sharjah,22.0,251.2,26.8,224.4,2.7,221.7,94.0,2.36,2024-06-11,350.7462686567164,1020.0000000000001,2025-05-28
SDR7655,2024,MANAHIL LLC,01 - Kalba,Kalba,1.0,616.4,27.8,588.6,3.0,585.6,57.0,10.27,2023-06-15,205.0359712230216,58860.0,2025-05-28
SDR7655,2024,MANAHIL LLC,05 - Masafi,Masafi,5.0,585.3,7.1,578.2,2.5,575.7,115.0,5.01,2024-05-09,1619.7183098591552,11564.000000000002,2025-05-28
SDR7655,2024,MANAHIL LLC,64 - Masafi,Masafi,64.0,238.5,13.7,224.8,2.8,222.0,81.0,2.74,2023-11-14,591.2408759124088,351.25,2025-05-28
SDR7655,2024,MANAHIL LLC,59 - Kalba,Kalba,59.0,570.5,10.3,560.2,2.8,557.4,24.0,23.22,2023-07-23,233.00970873786406,949.491525423729,2025-05-28
SDR7655,2024,MANAHIL LLC,16 - Kalba,Kalba,16.0,624.2,21.1,603.1,3.0,600.1,101.0,5.94,2023-11-28,478.6729857819905,3769.375,2025-05-28
SDR7655,2024,MANAHIL LLC,50 - Sharjah,Sharjah,50.0,501.0,9.7,491.3,2.8,488.5,109.0,4.48,2023-07-01,1123.7113402061857,982.6,2025-05-28
SDR7655,2024,MANAHIL LLC,80 - Khor Fakkan,Khor Fakkan,80.0,432.3,26.9,405.4,3.0,402.4,81.0,4.97,2023-07-28,301.11524163568777,506.75,2025-05-28
SDR7655,2024,MANAHIL LLC,62 - Abu Dhabi,Abu Dhabi,62.0,606.6,19.3,587.3,2.9,584.4,110.0,5.31,2025-02-05,569.9481865284974,947.258064516129,2025-05-28
API3783,2024,MANAHIL LLC,37 - Kalba,Kalba,37.0,382.4,17.8,364.6,3.1,361.5,66.0,5.48,2023-11-15,370.78651685393254,985.4054054054055,2025-05-28
API3783,2024,MANAHIL LLC,08 - Kalba,Kalba,8.0,631.8,30.1,601.7,2.6,599.1,118.0,5.08,2023-07-14,392.0265780730897,7521.250000000001,2025-05-28
API3783,2024,MANAHIL LLC,19 - Khor Fakkan,Khor Fakkan,19.0,580.9,18.7,562.2,2.7,559.5,98.0,5.71,2025-04-27,524.0641711229947,2958.947368421053,2025-05-28
API3783,2024,MANAHIL LLC,79 - Dubai,Dubai,79.0,177.1,13.5,163.6,2.4,161.2,107.0,1.51,2025-01-12,792.5925925925926,207.0886075949367,2025-05-28
API3783,2024,MANAHIL LLC,82 - Sharjah,Sharjah,82.0,612.1,27.6,584.5,2.8,581.7,78.0,7.46,2024-06-11,282.6086956521739,712.8048780487804,2025-05-28
API3783,2024,MANAHIL LLC,70 - Dibba,Dibba,70.0,534.0,17.7,516.3,2.9,513.4,33.0,15.56,2024-08-23,186.4406779661017,737.5714285714286,2025-05-28
API3783,2024,MANAHIL LLC,17 - Masafi,Masafi,17.0,570.6,5.6,565.0,2.6,562.4,20.0,28.12,2024-06-23,357.14285714285717,3323.529411764706,2025-05-28
API3783,2024,MANAHIL LLC,76 - Hatta,Hatta,76.0,607.0,28.1,578.9,2.7,576.2,16.0,36.01,2025-03-21,56.939501779359425,761.7105263157894,2025-05-28
API3783,2024,MANAHIL LLC,22 - Ras Al Khaimah,Ras Al Khaimah,22.0,109.5,24.6,84.9,3.1,81.8,17.0,4.81,2025-03-31,69.10569105691057,385.90909090909093,2025-05-28
API3783,2024,MANAHIL LLC,47 - Al Hajar,Unknown,47.0,385.2,32.9,352.3,2.5,349.8,53.0,6.6,2024-03-20,161.09422492401217,749.5744680851063,2025-05-28
API3783,2024,MANAHIL LLC,47 - Dubai,Dubai,47.0,538.4,18.6,519.8,2.4,517.4,42.0,12.32,2024-10-16,225.8064516129032,1105.9574468085107,2025-05-28
API3783,2024,MANAHIL LLC,14 - Abu Dhabi,Abu Dhabi,14.0,630.8,32.0,598.8,2.5,596.3,81.0,7.36,2024-06-27,253.125,4277.142857142857,2025-05-28
API3783,2024,MANAHIL LLC,77 - Masafi,Masafi,77.0,223.1,9.9,213.2,2.7,210.5,54.0,3.9,2024-04-17,545.4545454545454,276.8831168831169,2025-05-28
API3783,2024,MANAHIL LLC,94 - Hatta,Hatta,94.0,253.4,23.0,230.4,2.6,227.8,106.0,2.15,2024-01-05,460.8695652173913,245.1063829787234,2025-05-28
PRD8370,2024,MANAHIL LLC,55 - Khor Fakkan,Khor Fakkan,55.0,367.0,26.7,340.3,2.5,337.8,118.0,2.86,2023-07-21,441.94756554307116,618.7272727272727,2025-05-28
PRD8370,2024,MANAHIL LLC,91 - Khor Fakkan,Khor Fakkan,91.0,478.8,27.9,450.9,2.6,448.3,64.0,7.0,2023-10-14,229.39068100358426,495.4945054945055,2025-05-28
PRD8370,2024,MANAHIL LLC,08 - Al farfar,Al farfar,8.0,127.9,12.1,115.8,3.1,112.7,82.0,1.37,2024-07-01,677.6859504132232,1447.5,2025-05-28
PRD8370,2024,MANAHIL LLC,47 - Khor Fakkan,Khor Fakkan,47.0,421.7,31.6,390.1,2.9,387.2,19.0,20.38,2024-06-28,60.12658227848101,830.0000000000001,2025-05-28
PRD8370,2024,MANAHIL LLC,56 - Sharjah,Sharjah,56.0,432.8,31.4,401.4,2.6,398.8,25.0,15.95,2024-05-27,79.61783439490446,716.7857142857142,2025-05-28
PRD8370,2024,MANAHIL LLC,11 - Hatta,Hatta,11.0,392.2,22.5,369.7,2.5,367.2,19.0,19.33,2024-09-04,84.44444444444444,3360.909090909091,2025-05-28
PRD8370,2024,MANAHIL LLC,54 - Al Hajar,Unknown,54.0,269.9,7.7,262.2,2.6,259.6,77.0,3.37,2024-08-13,1000.0,485.55555555555554,2025-05-28
PRD8370,2024,MANAHIL LLC,94 - Al farfar,Al farfar,94.0,338.9,14.2,324.7,2.9,321.8,33.0,9.75,2024-04-29,232.3943661971831,345.4255319148936,2025-05-28
PRD8370,2024,MANAHIL LLC,08 - Ajman,Ajman,8.0,237.0,8.0,229.0,3.1,225.9,115.0,1.96,2023-08-25,1437.5,2862.5,2025-05-28
PRD8370,2024,MANAHIL LLC,96 - Sharjah,Sharjah,96.0,165.0,18.4,146.6,2.4,144.2,111.0,1.3,2024-11-20,603.2608695652175,152.70833333333334,2025-05-28
PRD8370,2024,MANAHIL LLC,96 - Ras Al Khaimah,Ras Al Khaimah,96.0,548.4,34.9,513.5,3.0,510.5,110.0,4.64,2024-06-15,315.1862464183381,534.8958333333333,2025-05-28
PRD8370,2024,MANAHIL LLC,79 - Fujairah,Fujairah,79.0,443.0,19.9,423.1,2.7,420.4,75.0,5.61,2023-11-14,376.88442211055275,535.5696202531645,2025-05-28
API3700,2024,MANAHIL LLC,70 - Dubai,Dubai,70.0,647.9,18.6,629.3,2.8,626.5,114.0,5.5,2024-04-20,612.9032258064516,899.0,2025-05-28
API3700,2024,MANAHIL LLC,80 - Khor Fakkan,Khor Fakkan,80.0,209.3,34.5,174.8,2.7,172.1,106.0,1.62,2024-05-12,307.2463768115942,218.5,2025-05-28
API3700,2024,MANAHIL LLC,58 - Fujairah,Fujairah,58.0,191.3,22.4,168.9,2.8,166.1,108.0,1.54,2024-10-09,482.1428571428572,291.2068965517241,2025-05-28
API3700,2024,MANAHIL LLC,96 - Fujairah,Fujairah,96.0,419.8,19.9,399.9,2.6,397.3,79.0,5.03,2023-09-15,396.9849246231156,416.56249999999994,2025-05-28
API3700,2024,MANAHIL LLC,18 - Abu Dhabi,Abu Dhabi,18.0,418.5,22.0,396.5,2.5,394.0,85.0,4.64,2025-01-25,386.3636363636364,2202.777777777778,2025-05-28
API3700,2024,MANAHIL LLC,95 - Kalba,Kalba,95.0,134.3,19.2,115.1,2.8,112.3,26.0,4.32,2024-06-24,135.41666666666669,121.15789473684211,2025-05-28
API3700,2024,MANAHIL LLC,55 - Khor Fakkan,Khor Fakkan,55.0,370.2,27.8,342.4,2.5,339.9,95.0,3.58,2024-09-24,341.726618705036,622.5454545454545,2025-05-28
API3700,2024,MANAHIL LLC,24 - Ajman,Ajman,24.0,492.3,11.2,481.1,2.4,478.7,60.0,7.98,2024-04-05,535.7142857142858,2004.5833333333335,2025-05-28
API3700,2024,MANAHIL LLC,81 - Kalba,Kalba,81.0,264.1,29.6,234.5,3.1,231.4,82.0,2.82,2023-10-16,277.02702702702703,289.5061728395062,2025-05-28
API3700,2024,MANAHIL LLC,74 - Taweeh,Taweeh,74.0,453.5,24.9,428.6,2.7,425.9,51.0,8.35,2025-01-31,204.81927710843374,579.1891891891893,2025-05-28
API3700,2024,MANAHIL LLC,58 - Taweeh,Taweeh,58.0,560.7,34.2,526.5,2.5,524.0,48.0,10.92,2024-12-30,140.35087719298244,907.7586206896551,2025-05-28
API3700,2024,MANAHIL LLC,57 - Sharjah,Sharjah,57.0,252.2,31.7,220.5,2.7,217.8,64.0,3.4,2023-12-05,201.89274447949526,386.84210526315786,2025-05-28
API3700,2024,MANAHIL LLC,18 - Taweeh,Taweeh,18.0,372.2,16.5,355.7,2.5,353.2,111.0,3.18,2025-05-15,672.7272727272727,1976.1111111111109,2025-05-28
SDR5767,2024,MANAHIL LLC,52 - Ras Al Khaimah,Ras Al Khaimah,52.0,563.3,6.6,556.7,3.0,553.7,34.0,16.29,2024-06-30,515.1515151515151,1070.576923076923,2025-05-28
SDR5767,2024,MANAHIL LLC,76 - Umm Al Quwain,Umm Al Quwain,76.0,221.1,11.3,209.8,2.6,207.2,34.0,6.09,2023-07-09,300.88495575221236,276.0526315789474,2025-05-28
SDR5767,2024,MANAHIL LLC,06 - Taweeh,Taweeh,6.0,447.3,34.4,412.9,2.9,410.0,40.0,10.25,2025-05-26,116.27906976744187,6881.666666666666,2025-05-28
SDR5767,2024,MANAHIL LLC,49 - Ras Al Khaimah,Ras Al Khaimah,49.0,370.5,9.9,360.6,2.9,357.7,45.0,7.95,2025-01-06,454.5454545454545,735.9183673469388,2025-05-28
SDR5767,2024,MANAHIL LLC,81 - Dibba,Dibba,81.0,295.6,15.0,280.6,2.5,278.1,57.0,4.88,2024-05-28,380.0,346.4197530864198,2025-05-28
SDR5767,2024,MANAHIL LLC,68 - Fujairah,Fujairah,68.0,421.4,5.3,416.1,3.1,413.0,55.0,7.51,2024-02-04,1037.735849056604,611.9117647058823,2025-05-28
SDR5767,2024,MANAHIL LLC,20 - Masafi,Masafi,20.0,625.1,27.6,597.5,2.6,594.9,54.0,11.02,2023-12-28,195.65217391304347,2987.5,2025-05-28
SDR5767,2024,MANAHIL LLC,13 - Umm Al Quwain,Umm Al Quwain,13.0,194.0,10.1,183.9,3.1,180.8,103.0,1.76,2025-05-22,1019.8019801980198,1414.6153846153848,2025-05-28
SDR5767,2024,MANAHIL LLC,06 - Kalba,Kalba,6.0,609.2,13.0,596.2,2.5,593.7,63.0,9.42,2025-01-23,484.6153846153846,9936.666666666668,2025-05-28
SDR5767,2024,MANAHIL LLC,93 - Dubai,Dubai,93.0,414.6,27.1,387.5,2.6,384.9,109.0,3.53,2025-04-21,402.2140221402214,416.6666666666667,2025-05-28
SDR5767,2024,MANAHIL LLC,53 - Ras Al Khaimah,Ras Al Khaimah,53.0,262.1,8.9,253.2,2.8,250.4,36.0,6.96,2024-12-24,404.49438202247194,477.7358490566037,2025-05-28
SDR5767,2024,MANAHIL LLC,03 - Umm Al Quwain,Umm Al Quwain,3.0,558.9,30.2,528.7,3.1,525.6,85.0,6.18,2024-07-16,281.4569536423841,17623.333333333336,2025-05-28
SDR5767,2024,MANAHIL LLC,91 - Sharjah,Sharjah,91.0,649.6,25.2,624.4,2.5,621.9,20.0,31.09,2023-11-16,79.36507936507937,686.1538461538461,2025-05-28
SDR5767,2024,MANAHIL LLC,65 - Al farfar,Al farfar,65.0,438.9,20.2,418.7,2.6,416.1,118.0,3.53,2024-04-11,584.1584158415842,644.1538461538461,2025-05-28
MNH9750,2024,MANAHIL LLC,49 - Khor Fakkan,Khor Fakkan,49.0,460.4,32.6,427.8,3.1,424.7,107.0,3.97,2025-03-03,328.2208588957055,873.0612244897959,2025-05-28
